InterPro Entry Accession	InterPro Entry Name	InterPro Entry Type
IPR023755	Heme A synthase, type 1	Family
IPR009633	Vaccinia virus, B17	Family
IPR009634	Bacteriophage 933W, Xis excisionase	Family
IPR009635	Neural proliferation differentiation control-1	Family
IPR009636	Bacteriophage mv4, Gp20	Family
IPR009637	Transmembrane receptor, eukaryota	Family
IPR009639	Peptidase A24A-predicted, C-terminal archaea	Domain
IPR009640	Bacteriophage 933W, L0121, tail fibre, C-terminal	Domain
IPR009641	Vaccinia virus, A37	Family
IPR023756	Glyoxylate/hydroxypyruvate reductase B	Family
IPR023757	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase	Family
IPR023955	D-tagatose-bisphosphate aldolase, class II, subunit GatY	Family
IPR023963	Methanobactin precursor, Mb-OB3b	Family
IPR011158	Nonspecific acid phosphatase, class A	Family
IPR011159	Phosphoprotein phosphatase PPZ	Family
IPR011160	Sphingomyelin phosphodiesterase	Family
IPR011163	Peptidase S1A, enteropeptidase	Family
IPR023964	Bacteriocin precursor, CLOSPO-01332, putative	Family
IPR023965	Capreomycidine synthase	Family
IPR011166	Beta-eliminating lyase family	Family
IPR011167	Iron-dependent fumarate hydratase	Family
IPR023966	Arginine beta-hydroxylase, Fe2/alpha-ketoglutarate-dependent	Family
IPR023967	Conserved hypothetical protein CHP03996, oxidoreductase	Family
IPR011170	Growth factor, vaccinia C11R type	Family
IPR011171	Glia maturation factor beta	Family
IPR011172	Poxvirus, TNF-alpha receptor-II	Family
IPR023968	Bacteriocin precursor, CLI3235 family, putative	Family
IPR011174	Ezrin/radixin/moesin	Family
IPR011175	Alpha-s2 casein	Family
IPR011176	Complement control protein, vaccinia C3L	Family
IPR011177	Transcription initiation factor TFIID subunit 1, animal	Family
IPR011179	Isopentenyl-diphosphate delta-isomerase, FMN-dependent	Family
IPR011181	Protein VP3, rotavirus	Family
IPR011182	Aspartate dehydrogenase, NAD biosynthesis	Family
IPR011183	Pyrophosphate-dependent phosphofructokinase PfpB	Family
IPR011184	DNA mismatch repair protein, MSH2	Family
IPR023969	Conserved hypothetical protein CHP04072, B12-binding/radical SAM-type	Family
IPR011186	DNA mismatch repair protein Mlh1	Family
IPR023970	Methylthiotransferase/radical SAM-type protein	Family
IPR011188	Uncharacterised protein family UPF0302	Family
IPR011189	Uncharacterised conserved protein, caspase-like	Family
IPR011190	N-acetylglutamate synthase, fungal	Family
IPR011191	Uncharacterised protein family Treponema vWA	Family
IPR011192	Rubisco methyltransferase	Family
IPR011193	Ornithine/lysine/arginine decarboxylase	Family
IPR011194	Uncharacterised protein family UPF0306	Family
IPR011195	Uncharacterised conserved protein UCP010256	Family
IPR023971	Conserved hypothetical protein CHP04081, GSU1558	Family
IPR015928	Aconitase/3-isopropylmalate dehydratase, swivel	Domain
IPR011259	Ezrin/radixin/moesin, C-terminal	Domain
IPR011304	L-lactate dehydrogenase	Family
IPR011344	Single-strand DNA-binding	Family
IPR011534	Aspartate-semialdehyde dehydrogenase, gamma-type	Family
IPR011535	Phosphotransferase system, glucose-like IIB component	Domain
IPR011536	Ferredoxin, 2Fe-2S type	Family
IPR011554	Hydroxymethylglutaryl-CoA synthase, prokaryotic	Family
IPR011697	Peptidase C26	Family
IPR011698	CobB/CobQ-like glutamine amidotransferase	Domain
IPR011699	Mycoplasma MFS transporter	Family
IPR011701	Major facilitator superfamily	Family
IPR011718	Glutamate--cysteine ligase GshA	Family
IPR011719	Conserved hypothetical protein CHP02058	Family
IPR011720	Thr operon leader peptide	Family
IPR011721	Conserved hypothetical protein CHP02096	Family
IPR011722	Hemimethylated DNA-binding domain	Domain
IPR011723	Zinc finger/thioredoxin putative	Domain
IPR011724	Cyd operon protein YbgT	Family
IPR024652	Trichodiene synthase	Family
IPR012008	Serine/threonine protein phosphatase, EF-hand-containing	Family
IPR012010	Urease, gamma subunit	Family
IPR012011	von Willebrand factor	Family
IPR012013	Integrin beta-4 subunit	Family
IPR012014	Retroelement-encoded protein, env-related	Family
IPR012015	Uncharacterised conserved protein HTH transcriptional regulator, archaea	Family
IPR012016	Uncharacterised protein family UPF0107	Family
IPR012017	Uncharacterised conserved protein UCP004977	Family
IPR012019	Protein of unknown function DUF3236	Family
IPR012020	AB-hydrolase YheT, putative	Family
IPR012021	Uncharacterised conserved protein UCP005278	Family
IPR012022	Protein of unknown function UCP005295	Family
IPR024703	Fascin, metazoans	Family
IPR012025	Uncharacterised conserved protein UCP005642, methanogenesis	Family
IPR012027	Formylmethanofuran dehydrogenase, subunit A	Family
IPR012028	Uncharacterised conserved protein UCP006529, dinucleotide-utilising ThiF/HesA	Family
IPR012029	Uncharacterised conserved protein UCP006557, signal transduction	Family
IPR012030	Uncharacterised conserved protein UCP006563	Family
IPR012031	Uncharacterised conserved protein UCP006577	Family
IPR012032	Uncharacterised conserved protein UCP006598	Family
IPR012033	Uncharacterised conserved protein UCP006600	Family
IPR012036	Bacteriophage Mu, Gp28	Family
IPR012037	Alpha/beta-hydrolase family	Family
IPR012038	Uncharacterised conserved protein UCP009471	Family
IPR012039	Uncharacterised conserved protein UCP012281	Family
IPR012040	Formylmethanofuran dehydrogenase, subunit D	Family
IPR023754	Heme A synthase, type 2	Family
IPR016100	Prismane, alpha-bundle	Domain
IPR016101	CO dehydrogenase, alpha-bundle	Domain
IPR016102	Succinyl-CoA synthetase-like	Domain
IPR016103	Fertility inhibition FinO/ProQ	Domain
IPR016104	Pyruvoyl-dependent histidine/arginine decarboxylase	Domain
IPR016105	Pyruvoyl-dependent histidine/arginine decarboxylase, 3-layer sandwich domain	Domain
IPR016106	Pyruvoyl-dependent histidine decarboxylase, subdomain	Domain
IPR016107	Adenovirus Pll, hexon, N-terminal	Domain
IPR016108	Adenovirus Pll, hexon, C-terminal	Domain
IPR024058	Cytochrome f  transmembrane anchor	Domain
IPR016110	Adenovirus Pll, hexon, subdomain 3	Domain
IPR016111	Hexon coat protein, subdomain 4	Domain
IPR016112	Virus, hexon	Domain
IPR016114	African swine fever virus, p72, major capsid	Domain
IPR016115	Bacteriophage PRD1, P3, N-terminal	Domain
IPR016117	ArgJ-like domain	Domain
IPR016118	Phosphatidic acid phosphatase/chloroperoxidase, N-terminal	Domain
IPR016119	Bromoperoxidase/chloroperoxidase, C-terminal	Domain
IPR016122	Sporulation regulator, sensor kinase SpoOB-type, C-terminal	Domain
IPR016123	Mog1/PsbP, alpha/beta/alpha sandwich	Domain
IPR016125	Peptidase C15, pyroglutamyl peptidase I-like	Family
IPR016126	Secretoglobin	Family
IPR016129	Peptidase C14, ICE, catalytic subunit p20, active site	Active_site
IPR016130	Protein-tyrosine phosphatase, active site	Active_site
IPR016131	Haemerythrin, iron-binding site	Binding_site
IPR016132	Phytochrome chromophore attachment domain	Domain
IPR016133	Insect antifreeze protein	Domain
IPR016134	Cellulosome enzyme, dockerin type I	Domain
IPR016135	Ubiquitin-conjugating enzyme/RWD-like	Domain
IPR016136	DNA helicase DnaB, N-terminal/DNA primase DnaG, C-terminal	Domain
IPR016137	Regulator of G protein signalling superfamily	Domain
IPR016138	Ribosome-inactivating protein, subdomain 1	Domain
IPR016139	Ribosome-inactivating protein, subdomain 2	Domain
IPR016140	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain	Domain
IPR016149	Casein kinase II, regulatory subunit, alpha-helical	Domain
IPR016147	PapD, N-terminal, bacterial	Domain
IPR016148	Pili assembly chaperone, C-terminal domain	Domain
IPR016150	Casein kinase II, regulatory subunit, beta-sheet	Domain
IPR016151	DNA mismatch repair protein MutS, N-terminal	Domain
IPR014340	Lipopolysaccharide assembly, LptA	Family
IPR014341	Ectoine/hydroxyectoine ABC transporter, permease protein EhuD	Family
IPR014342	Ectoine/hydroxyectoine ABC transporter, permease protein EhuC	Family
IPR014343	Ectoine/hydroxyectoine ABC transporter, ATP-binding protein	Family
IPR014344	PEP-CTERM locus, polysaccharide deactylase	Family
IPR014345	PEP-CTERM locus polysaccharide chain length determinant	Family
IPR014346	Prenyl protease-related	Family
IPR013000	Ribosomal protein L4/L1e, eukaryotic/archaeal, conserved site	Conserved_site
IPR013029	Domain of unknown function DUF933	Domain
IPR013056	Bacteriophage lambda, CIII, regulatory protein	Family
IPR024146	Claspin/Claspin-like	Family
IPR013319	Glycoside hydrolase, family 11/12	Family
IPR013320	Concanavalin A-like lectin/glucanase, subgroup	Domain
IPR013321	Arc-type ribbon-helix-helix	Domain
IPR013323	SIAH-type domain	Domain
IPR013324	RNA polymerase sigma factor, region 3/4	Domain
IPR013325	RNA polymerase sigma factor, region 2	Domain
IPR013326	Apolipoprotein	Domain
IPR013328	Dehydrogenase, multihelical	Domain
IPR013506	DNA topoisomerase, type IIA, subunit B, domain 2	Domain
IPR013598	Exportin-1/Importin-beta-like	Domain
IPR013599	TRAM1-like protein	Domain
IPR013600	Ly49-like N-terminal	Domain
IPR013601	FAE1/Type III polyketide synthase-like protein	Domain
IPR013602	Dynein heavy chain, domain-2	Domain
IPR013603	TRASH transcription regulator C-terminal, archaeal	Domain
IPR013604	7TM chemoreceptor	Family
IPR013605	Spider toxin omega agotoxin/Tx1 family	Family
IPR013606	IRSp53/MIM homology domain (IMD)	Domain
IPR013607	Parvovirus coat protein VP1, N-terminal	Domain
IPR013608	VWA N-terminal	Domain
IPR013609	Bacteriophage 933W, L0121, tail fibre, N-terminal	Domain
IPR013610	Domain of unknown function DUF1738	Domain
IPR013611	Transport-associated OB, type 2	Domain
IPR013612	Amino acid permease, N-terminal	Domain
IPR013613	Baculoviridae p74 N-terminal	Domain
IPR013614	Viral polyprotein, Caliciviridae N-terminal	Domain
IPR013615	CbbQ/NirQ/NorQ C-terminal	Domain
IPR013616	Chitin synthase N-terminal	Domain
IPR013617	DNA-directed DNA polymerase, family B, viral insert domain	Domain
IPR013618	Domain of unknown function DUF1736	Domain
IPR013619	Domain of unknown function DUF1737	Domain
IPR013620	Exonuclease C-terminal	Domain
IPR013621	Ion transport N-terminal	Domain
IPR013622	Calcineurin-like phosphoesterase C-terminal	Domain
IPR013623	NADPH oxidase Respiratory burst	Domain
IPR013624	Non-ribosomal peptide synthetase	Domain
IPR013625	Tensin phosphotyrosine-binding domain	Domain
IPR013626	Pheophorbide a oxygenase	Domain
IPR013627	DNA polymerase alpha, subunit B N-terminal	Domain
IPR024147	Claspin	Family
IPR024701	Uncharacterised conserved protein, UCP016988	Family
IPR013630	Methyltransferase putative zinc binding domain	Domain
IPR013632	DNA recombination and repair protein Rad51, C-terminal	Domain
IPR013633	siRNA-mediated silencing protein NRDE-2	Family
IPR013635	ICE2	Family
IPR013636	Domain of unknown function DUF1741	Domain
IPR014244	RNA polymerase sigma-I type	Family
IPR014245	Sporulation stage III, protein AF	Family
IPR014246	Cytochrome aa3 quinol oxidase, subunit III	Family
IPR014247	Sporulation lipoprotein YhcN/YlaJ	Family
IPR014248	Spore coat assembly protein SafA	Domain
IPR014249	Sporulation stage V protein B	Family
IPR014250	Cytochrome aa3 quinol oxidase, subunit IV	Family
IPR014251	Sporulation protease LonB	Family
IPR014252	Sporulation protease LonC	Family
IPR014253	Spore coat protein YsxE	Family
IPR024148	Claspin-like	Family
IPR024706	Peroxiredoxin, AhpC-type	Family
IPR005217	Conserved hypothetical protein CHP00145	Family
IPR005218	Diacylglycerol/lipid kinase	Family
IPR005219	Conserved hypothetical protein CHP00155	Family
IPR005220	Viral OB-fold, YgiW	Domain
IPR005221	Phosphatidylserine decarboxylase	Family
IPR005222	Competence protein ComF	Family
IPR024950	Dual specificity phosphatase	Family
IPR005224	Sugar fermentation stimulation protein	Family
IPR005225	Small GTP-binding protein domain	Domain
IPR005226	Conserved hypothetical protein CHP00245	Family
IPR005227	Resolvase, holliday junction-type, YqgF-like	Family
IPR005228	Conserved hypothetical protein CHP00251	Family
IPR005229	Conserved hypothetical protein CHP00255	Family
IPR005230	Pheromone shutdown, TraB, bacterial/archaeal	Family
IPR005231	Nascent polypeptide-associated complex (NAC), archaeal	Family
IPR005232	Conserved hypothetical protein CHP00268	Family
IPR005233	Conserved hypothetical protein CHP00271	Family
IPR005234	Chromosome segregation/condensation protein ScpB, prokaryote	Family
IPR005235	Conserved hypothetical protein CHP00282	Family
IPR005236	Dihydropteroate synthase-related protein synthase-related protein	Family
IPR005237	Conserved hypothetical protein CHP00289	Family
IPR005238	ComB-like	Family
IPR005239	Conserved hypothetical protein CHP00300	Family
IPR005240	Protein of unknown function DUF389	Family
IPR005243	Redox-active disulphide protein 2	Family
IPR005244	FO synthase, subunit 2-like	Family
IPR005245	Conserved hypothetical protein CHP00454	Family
IPR005246	O-phosphoseryl-tRNA(Cys) ligase	Family
IPR005247	YbhB/YbcL	Family
IPR005248	Probable nicotinate-nucleotide adenylyltransferase	Family
IPR005249	Conserved hypothetical protein CHP00488	Family
IPR005250	Ribose-1,5-bisphosphate isomerase, e2b2 family	Family
IPR005251	Putative translation initiation factor, aIF-2BI/5-methylthioribose-1-phosphate isomerase	Family
IPR005252	Coenzyme A biosynthesis bifunctional protein CoaBC	Family
IPR005253	Conserved hypothetical protein CHP00529	Family
IPR005254	Heme biosynthesis-associated TPR protein	Family
IPR005255	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	Family
IPR006043	Xanthine/uracil/vitamin C permease	Family
IPR006153	Cation/H+ exchanger	Domain
IPR006148	Glucosamine/galactosamine-6-phosphate isomerase	Domain
IPR006145	Pseudouridine synthase, RsuA/RluB/C/D/E/F	Domain
IPR006124	Metalloenzyme	Domain
IPR006105	Cereal seed allergen/trypsin and alpha-amylase inhibitor, conserved site	Conserved_site
IPR006171	Toprim domain	Domain
IPR006172	DNA-directed DNA polymerase, family B	Family
IPR006173	Staphylococcal/Streptococcal toxin, OB-fold	Domain
IPR006175	YjgF/Yer057p/UK114 family	Family
IPR006176	3-hydroxyacyl-CoA dehydrogenase, NAD binding	Domain
IPR006177	Toxin, bacterial	Family
IPR006178	Allergen Fel d 1, chain 1	Family
IPR006179	5'-Nucleotidase/apyrase	Family
IPR006180	3-hydroxyacyl-CoA dehydrogenase, conserved site	Conserved_site
IPR006181	D-amino acid oxidase, conserved site	Conserved_site
IPR006182	Secretory protein YscJ/FliF	Domain
IPR001653	Diaminopimelate epimerase, DapF	Family
IPR006184	6-phosphogluconate-binding site	Binding_site
IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase	Domain
IPR006197	Peptidase S24, LexA-like	Family
IPR006189	CHASE	Domain
IPR006190	Antifreeze-like/N-acetylneuraminic acid synthase C-terminal	Domain
IPR006194	Glycine-tRNA synthetase, heterodimeric	Family
IPR006195	Aminoacyl-tRNA synthetase, class II	Domain
IPR006196	RNA-binding domain, S1, IF1 type	Domain
IPR006187	Claudin	Family
IPR016009	tRNA (guanine-N1-)-methyltransferase	Family
IPR006199	LexA repressor, DNA-binding domain	Domain
IPR006200	Peptidase S24, LexA repressor	Family
IPR006201	Neurotransmitter-gated ion-channel	Family
IPR006202	Neurotransmitter-gated ion-channel ligand-binding	Domain
IPR006203	GHMP kinase, ATP-binding, conserved site	Conserved_site
IPR006204	GHMP kinase N-terminal domain	Domain
IPR006205	Mevalonate kinase	Family
IPR006206	Mevalonate/galactokinase	Family
IPR006207	Cystine knot, C-terminal	Domain
IPR006208	Cystine knot	Domain
IPR006211	Furin-like cysteine-rich domain	Domain
IPR006212	Furin-like repeat	Repeat
IPR006213	Bax inhibitor 1, conserved site	Conserved_site
IPR006214	Bax inhibitor 1-related	Family
IPR006215	Glycoside hydrolase, melibiase	Family
IPR006216	Photosystem II cytochrome b559, conserved site	Conserved_site
IPR006217	Photosystem II cytochrome b559, alpha subunit	Family
IPR006218	DAHP synthetase I/KDSA	Domain
IPR006219	DHAP synthase, class 1	Family
IPR006221	Anthranilate synthase/para-aminobenzoate synthase like domain	Domain
IPR006222	Glycine cleavage T-protein, N-terminal	Domain
IPR006223	Glycine cleavage system T protein	Family
IPR006224	Pseudouridine synthase, RluC/RluD, conserved site	Conserved_site
IPR006225	Pseudouridine synthase, RluC/RluD	Family
IPR006226	Conserved hyprothetical protein CHP00028	Family
IPR016014	Clusterin, N-terminal	Domain
IPR006228	Polycystin cation channel	Domain
IPR006230	Protein MutL	Family
IPR006231	Malate:quinone-oxidoreductase	Family
IPR006232	Sucrose-6-phosphate hydrolase	Family
IPR009642	Protein of unknown function DUF1236	Family
IPR009643	Heat shock factor binding 1	Family
IPR009644	Fukutin-related	Family
IPR009645	Uncharacterised conserved protein GguC	Family
IPR009646	Root cap	Family
IPR009647	Penicillin-binding, C-terminal	Domain
IPR009648	Malonate decarboxylase gamma subunit	Family
IPR009649	TraU	Family
IPR009650	Fijivirus P9-2	Family
IPR009651	Putative methionine gamma-lyase	Family
IPR009652	Protein of unknown function DUF1241	Family
IPR009653	Protein of unknown function DUF1242	Family
IPR009654	Protein of unknown function DUF1244	Family
IPR009655	Preflagellin peptidase C-terminal domain	Domain
IPR009656	PHB de-polymerase, C-terminal	Domain
IPR009657	Autographa californica nuclear polyhedrosis virus (AcMNPV), Orf2	Family
IPR009658	Domain of unknown function DUF1248	Domain
IPR009659	Protein of unknown function DUF1249	Family
IPR009660	Bacteriophage A500, Gp15	Family
IPR009661	Autographa californica nuclear polyhedrosis virus (AcMNPV), Orf17	Family
IPR010825	Stress-inducible humoral factor Turandot	Family
IPR010826	Phlebovirus glycoprotein G1	Domain
